Age,Income,EducationLevel,HasPartner,TotalChildren,TotalSpend,TotalPurchases,MntWines,MntMeatProducts,MntGoldProds,NumWebVisitsMonth,NumDealsPurchases,CustomerDays,Recency,PrevCampaignsAccepted,Complain,Response
48,7500.0,2,1,1,71,7,7,12,32,9,5,4170,19,1,0,1
58,44794.0,2,1,1,65,5,54,7,4,6,1,3494,99,0,0,0
69,80395.0,2,1,0,1380,23,445,706,48,2,1,3691,62,1,0,0
48,75012.0,3,0,0,1027,22,294,218,151,1,1,3628,41,0,0,0
59,56962.0,3,1,3,411,14,292,77,26,7,7,3734,60,0,0,0
33,89891.0,2,1,0,836,25,412,132,183,4,1,3913,17,1,0,0
75,35946.0,4,0,2,11,3,8,3,0,5,1,3748,24,0,0,0
71,53593.0,4,1,2,480,15,349,78,43,8,8,4164,60,0,0,0
46,66373.0,2,1,2,606,16,328,124,109,3,7,3855,57,0,0,0
76,45072.0,4,0,3,284,11,144,99,30,8,5,3729,74,0,0,0
51,89694.0,2,0,2,1472,11,1126,211,42,5,3,3736,22,3,0,0
75,72025.0,2,1,0,1677,25,967,617,0,2,1,3534,46,3,0,1
51,67432.0,2,1,1,1335,17,432,341,170,4,2,3930,69,0,0,0
72,70545.0,3,1,1,334,12,138,63,21,2,1,3499,29,0,0,0
35,17487.0,0,1,1,18,3,0,1,6,7,1,3941,37,0,0,0
55,62882.0,2,1,1,1338,18,509,497,97,4,2,4162,26,0,0,0
71,64108.0,4,0,1,1099,26,948,86,21,5,4,3936,8,0,0,0
68,34941.0,3,1,2,97,6,39,25,24,8,2,3953,26,0,0,0
74,48767.0,4,0,3,63,6,28,21,10,5,3,3652,79,0,0,0
46,38702.0,1,1,1,109,7,13,24,40,6,2,3805,71,0,0,0
60,82224.0,2,1,0,902,20,307,360,40,3,1,3628,83,1,0,0
72,83844.0,2,1,0,1574,19,901,345,191,1,1,3886,57,1,0,0
49,17003.0,1,1,1,38,6,2,12,7,5,3,3675,37,0,0,0
29,71163.0,2,0,0,960,23,283,372,44,1,1,3585,30,0,0,0
54,33697.0,2,0,1,28,3,4,7,11,7,1,3760,34,1,0,0
70,63564.0,1,1,0,1215,27,769,252,65,6,1,3624,0,1,0,1
52,83443.0,4,1,0,1497,21,518,742,84,2,1,3653,89,0,0,0
66,51518.0,4,1,1,449,15,350,66,4,3,2,3742,92,0,0,0
49,58330.0,2,0,1,1064,23,445,213,151,4,1,3659,87,0,0,0
55,80952.0,2,1,0,1757,24,778,689,44,8,1,3959,20,3,0,1
45,75507.0,2,1,0,1440,20,709,374,80,3,1,3531,56,0,0,0
46,63855.0,1,1,0,1006,23,359,314,89,4,1,3978,28,0,0,0
52,62220.0,4,1,1,1226,18,799,375,12,6,5,4160,55,0,0,1
60,58512.0,2,1,1,1171,15,895,101,152,8,5,3756,25,0,0,0
45,40662.0,3,1,1,92,6,40,23,23,4,2,3944,0,0,0,0
65,38829.0,4,1,1,99,7,76,7,16,5,1,3557,86,0,0,0
43,35523.0,1,1,1,66,6,11,22,11,7,2,3742,8,0,0,0
57,79146.0,2,0,2,564,17,245,223,16,6,2,3539,33,0,0,0
36,78285.0,3,1,0,1427,20,647,391,40,3,1,3717,13,0,0,0
46,31626.0,4,0,1,86,5,39,9,34,7,1,3888,12,1,0,1
72,75127.0,2,0,0,833,18,203,305,227,1,1,3511,92,0,0,0
69,48726.0,2,1,1,242,9,138,38,59,6,3,3901,90,0,0,0
47,74985.0,2,1,0,1869,16,587,898,86,2,1,4129,8,0,0,0
37,67430.0,2,1,0,1364,28,595,291,121,6,1,4135,6,0,0,0
59,46891.0,1,1,1,183,7,43,23,61,4,1,3774,91,0,0,0
68,62058.0,3,1,1,450,14,301,74,58,6,4,3872,52,0,0,0
45,72063.0,2,1,1,758,19,180,348,90,2,2,3834,3,0,0,0
73,78939.0,4,1,0,1507,19,794,243,205,3,1,3672,57,0,0,0
59,42720.0,2,0,2,654,17,392,91,112,8,8,3904,9,0,0,1
52,33622.0,2,1,2,81,6,39,22,12,7,3,3915,22,0,0,0
67,6835.0,4,1,1,137,1,107,12,12,20,0,4041,76,0,0,0
71,41452.0,2,1,2,16,3,13,3,0,7,1,3953,86,0,0,0
59,40760.0,4,0,1,93,6,70,17,6,6,2,3776,64,0,0,0
66,74250.0,4,1,0,1158,17,680,392,0,1,1,3627,90,0,0,0
69,51124.0,3,0,2,43,4,26,11,4,3,2,3666,79,0,0,0
53,72258.0,2,0,1,1525,20,522,522,134,2,2,3763,28,0,0,0
50,71466.0,4,0,0,1230,18,412,546,0,1,1,3558,86,0,0,0
48,36283.0,2,1,2,29,4,6,5,5,4,2,3549,42,0,0,0
54,20587.0,2,0,1,25,4,2,6,9,7,1,3522,39,0,0,0
52,30467.0,2,1,1,24,3,1,8,5,7,1,3575,8,0,0,0
52,31590.0,2,1,1,38,4,6,15,3,8,1,3849,40,0,0,0
38,20425.0,0,1,1,57,5,4,5,17,7,2,4081,5,0,0,0
64,17144.0,3,1,2,47,7,18,19,6,7,5,3607,96,0,0,0
56,42564.0,4,0,1,813,18,324,186,198,7,6,4016,28,1,0,1
46,43783.0,3,1,1,629,16,327,125,139,7,6,3504,22,1,0,0
48,40780.0,2,0,1,377,13,229,71,34,9,4,4132,30,0,0,0
79,62847.0,3,1,0,1612,13,521,706,61,2,1,4003,45,0,0,0
67,82017.0,4,1,0,729,16,184,446,23,2,1,4072,58,3,0,1
74,16813.0,2,0,0,50,5,4,11,13,7,1,3818,49,1,0,0
46,51267.0,2,1,2,270,11,183,64,12,4,4,3716,37,0,0,0
63,46524.0,2,0,1,177,7,31,35,52,3,2,3923,70,0,0,0
62,45183.0,3,0,0,315,12,219,60,12,7,1,3998,33,1,0,0
70,70421.0,4,1,1,767,20,479,136,35,6,3,3474,98,0,0,0
59,60161.0,1,0,1,1071,23,584,212,177,8,3,4087,17,0,0,0
51,73926.0,2,1,0,1580,23,627,597,15,3,1,3957,54,0,0,0
56,19329.0,2,1,1,60,7,24,16,5,8,3,3670,39,0,0,0
54,61872.0,3,1,1,573,17,330,159,16,4,4,3671,81,0,0,0
68,46984.0,2,0,2,41,4,19,10,8,5,1,3933,71,0,0,0
73,34838.0,2,1,2,170,7,28,29,47,6,3,3999,62,0,0,0
80,82716.0,4,0,0,1167,27,606,228,22,2,1,3709,8,0,0,0
66,48192.0,2,1,0,1526,22,1039,204,29,8,3,3922,76,3,0,1
48,49681.0,3,1,2,458,15,411,26,21,7,6,3710,66,0,0,0
53,56850.0,3,1,1,63,5,34,19,0,2,1,3571,83,0,0,0
67,55267.0,2,1,1,405,13,161,136,45,3,4,3724,28,0,0,0
52,59666.0,2,1,2,1027,13,623,178,133,8,7,3937,87,1,0,0
52,72504.0,2,0,1,1478,20,604,470,94,2,2,3922,43,0,0,0
43,26872.0,2,1,0,72,4,3,8,32,6,1,3729,0,0,0,0
52,21359.0,2,0,1,48,5,12,17,10,8,2,3908,1,0,0,1
49,73170.0,2,0,0,726,15,184,256,32,2,1,3502,1,0,0,0
69,52750.0,3,1,1,860,21,393,239,69,4,6,3983,72,0,0,0
38,91820.0,4,1,0,1497,22,410,747,30,1,0,3691,72,0,0,0
54,65968.0,4,1,1,495,16,376,83,4,3,2,3521,12,0,0,0
48,30772.0,2,1,2,20,3,7,4,4,6,1,3582,89,0,0,0
70,22507.0,2,0,0,570,16,68,226,68,9,3,4055,67,0,0,0
52,65685.0,2,1,1,769,20,642,49,57,5,1,3565,54,0,0,0
46,25804.0,1,1,1,55,5,8,9,12,8,2,3774,34,0,0,0
44,76412.0,4,0,0,1808,17,840,804,17,3,1,3893,15,2,0,1
52,22063.0,2,1,1,55,5,7,13,11,7,2,3798,43,0,0,0
63,57091.0,2,0,0,577,17,464,64,37,5,1,3487,0,1,0,1
61,22419.0,2,1,0,162,7,30,47,42,8,1,3910,74,0,0,0
65,87771.0,2,1,1,1957,19,1492,287,33,6,1,3876,61,4,0,1
65,78353.0,1,0,1,1576,23,752,476,34,8,1,3912,51,0,0,0
70,93404.0,2,1,3,1616,14,1279,287,15,5,3,3891,97,2,0,0
62,37859.0,2,0,3,36,4,22,8,2,8,2,4006,75,0,0,0
66,80995.0,4,0,1,1482,21,860,409,56,4,1,3887,83,0,0,0
40,16529.0,2,1,1,22,4,3,5,1,6,1,3593,23,0,0,0
48,55412.0,4,0,2,63,5,10,28,8,5,1,3692,65,0,0,0
32,48789.0,2,0,0,680,17,351,156,145,6,1,4130,94,0,0,0
57,56575.0,4,1,2,542,17,421,90,10,5,3,3893,42,0,0,0
44,25130.0,1,1,1,50,5,2,7,18,7,2,3743,10,0,0,0
57,35441.0,2,1,2,39,4,25,9,1,8,2,3973,94,0,0,0
68,71391.0,2,1,1,1043,23,336,274,141,3,5,3930,50,0,0,0
52,49494.0,3,0,1,385,12,191,97,82,7,2,3903,46,0,0,0
44,81702.0,2,0,0,1633,26,563,774,187,3,1,4117,98,0,0,0
44,45889.0,1,0,1,46,4,31,6,8,6,1,3835,42,0,0,0
47,56628.0,2,0,1,761,18,479,82,171,5,2,3573,30,1,0,0
74,34026.0,2,1,2,76,6,18,15,17,5,3,3801,11,0,0,0
50,40049.0,2,1,1,290,11,91,52,28,5,3,4050,61,0,0,0
36,34176.0,2,0,1,89,7,5,24,20,6,4,3521,12,0,0,0
43,19419.0,2,1,1,70,7,2,28,7,9,4,4069,76,0,0,0
64,82504.0,1,1,0,1066,16,362,431,54,1,1,3810,2,0,0,0
54,81205.0,2,1,0,2009,18,724,929,130,2,1,3640,43,3,0,1
33,61618.0,1,0,0,1345,17,605,399,205,3,2,4111,27,0,0,0
68,55284.0,3,0,1,764,20,547,140,63,5,3,4025,60,0,0,0
61,49980.0,2,0,1,195,9,104,54,14,5,2,3722,79,0,0,0
44,15072.0,2,1,2,53,7,8,15,18,5,4,3888,96,0,0,0
50,49166.0,2,0,1,368,11,224,25,110,6,2,3854,17,0,0,0
70,65324.0,4,1,1,544,17,384,102,5,4,3,3642,0,0,0,0
67,82347.0,1,1,0,1853,24,556,845,63,3,1,4073,38,2,0,0
58,30843.0,4,1,2,35,4,24,2,9,5,2,3507,43,1,0,0
50,46374.0,4,1,1,446,15,408,21,17,8,3,3577,1,2,0,1
45,60474.0,2,0,1,1180,24,265,303,170,7,7,3927,25,0,0,0
51,38576.0,3,1,1,41,4,34,7,0,7,1,3590,2,0,0,0
39,55357.0,2,1,2,727,19,374,116,64,5,3,3968,66,0,0,0
58,37758.0,2,1,2,40,4,27,10,1,8,2,4106,49,0,0,0
35,85710.0,1,1,0,1062,25,600,350,33,2,1,3893,5,1,0,0
55,23228.0,2,1,1,40,5,13,18,0,8,2,3627,71,0,0,0
55,44602.0,3,1,2,292,11,167,89,34,8,6,3607,35,0,0,0
37,7500.0,2,1,0,15,3,0,3,5,6,1,4009,94,0,0,0
35,38683.0,1,1,1,341,11,46,69,66,7,6,4106,80,0,0,0
49,49514.0,1,0,1,369,11,88,78,93,7,2,3667,61,0,0,0
51,57906.0,4,1,1,401,14,243,119,15,4,3,3856,29,0,0,0
58,43456.0,3,0,1,393,14,275,68,7,5,3,3933,0,0,0,0
38,19485.0,3,0,2,10,3,6,4,0,7,1,3751,80,0,0,0
46,53172.0,2,1,1,486,13,121,90,125,3,3,3892,54,0,0,0
45,30545.0,2,1,1,69,5,4,15,12,7,2,4093,71,0,0,0
41,70123.0,4,1,0,1727,16,1308,396,0,3,1,3747,27,2,0,0
65,62450.0,2,0,1,995,14,515,267,38,3,2,3647,61,1,0,0
48,21675.0,2,1,1,45,7,4,16,4,7,3,3491,55,0,0,0
43,42395.0,1,0,2,182,8,48,57,25,7,4,3559,35,0,0,0
46,61346.0,3,1,1,989,22,562,168,142,3,1,3739,34,0,0,0
71,80812.0,2,1,0,1677,17,769,500,33,2,1,3758,95,3,0,0
53,42835.0,3,0,2,595,16,379,93,98,6,7,3837,64,0,0,0
41,39922.0,2,1,1,156,7,29,59,36,8,2,3973,30,0,0,0
68,86424.0,3,0,0,1226,27,387,569,68,1,1,3558,12,0,0,0
46,17117.0,1,1,1,128,7,12,38,7,9,4,4001,96,0,0,0
52,24762.0,2,0,1,86,6,6,12,40,8,3,3612,16,1,0,1
49,35797.0,2,1,1,68,5,27,14,21,8,2,4094,16,0,0,0
49,36627.0,2,0,2,16,3,9,5,1,5,1,3814,78,0,0,0
43,51111.0,1,1,2,55,5,22,19,3,6,2,3483,83,0,0,0
52,86857.0,4,0,0,2114,21,899,838,40,2,1,4128,96,0,0,1
54,82072.0,4,1,0,2018,18,889,685,129,1,1,3835,67,0,0,0
71,46231.0,4,0,3,263,11,189,55,12,9,4,4053,87,0,0,0
65,42243.0,2,1,2,55,5,48,2,5,7,2,3673,34,0,0,0
62,51195.0,2,1,2,564,16,230,156,58,8,8,3927,46,0,0,0
46,68092.0,3,0,0,1281,18,852,207,48,5,2,3668,7,0,0,0
51,31814.0,2,1,1,83,5,35,20,20,9,2,3978,73,1,0,0
59,51390.0,3,0,2,353,12,205,47,56,5,6,4132,54,0,0,0
41,76630.0,2,1,0,1003,24,255,446,175,1,1,3639,93,0,0,0
33,26868.0,0,0,1,14,3,0,1,2,7,1,3533,52,0,0,0
81,48948.0,4,0,0,902,22,437,206,42,6,2,3986,53,1,0,1
52,55260.0,4,0,1,1139,23,825,53,242,6,2,4037,81,0,0,0
68,64090.0,2,1,1,797,19,316,161,135,5,1,3799,8,0,0,1
66,78331.0,2,0,1,1638,23,756,354,61,4,2,3630,97,0,0,0
50,37087.0,4,1,1,401,14,194,134,3,6,3,3795,50,0,0,0
38,21846.0,2,0,1,84,7,7,18,26,8,4,3723,38,0,0,0
66,81320.0,2,1,0,928,17,183,493,57,2,1,3981,61,0,0,0
54,54137.0,2,0,1,203,9,171,11,20,6,2,3790,46,0,0,0
57,66825.0,2,1,0,858,15,243,405,40,2,1,3823,73,0,0,0
51,57100.0,2,1,0,409,12,181,69,96,3,1,3680,19,0,0,0
55,58917.0,2,1,3,282,11,151,89,28,5,5,3935,10,0,0,0
47,85072.0,2,0,0,1423,17,494,391,241,0,1,3554,94,0,0,0
63,86429.0,2,0,0,1449,18,464,873,37,2,0,3693,10,1,0,1
53,45684.0,2,0,1,28,3,5,5,7,7,1,3682,37,0,0,0
50,47889.0,2,1,1,67,5,29,29,4,5,1,3649,94,0,0,0
38,45921.0,4,1,0,199,9,102,49,12,4,1,3584,23,0,0,0
58,78420.0,4,0,0,1453,21,604,674,28,1,1,3838,75,0,0,0
32,75114.0,2,1,0,1253,18,571,523,24,2,1,3707,40,0,0,0
61,52278.0,4,0,1,1198,25,953,71,174,8,6,3993,24,0,0,1
52,35641.0,3,1,1,178,8,63,67,28,7,2,3823,11,0,0,1
30,95529.0,2,0,0,1990,17,770,890,24,3,1,4046,29,1,0,1
70,62820.0,2,1,0,976,13,398,265,53,1,1,3887,51,0,0,0
64,73113.0,3,1,0,1001,14,741,154,28,2,1,3658,86,0,0,0
42,84169.0,4,1,0,1919,19,1478,403,0,3,1,3799,9,2,0,1
70,42607.0,1,0,1,350,12,156,56,47,3,2,3697,30,0,0,0
70,74637.0,4,0,0,1650,24,960,464,16,3,1,3880,73,1,0,0
69,46015.0,4,1,2,46,4,38,2,6,7,1,3550,25,2,0,0
31,72354.0,2,0,0,1228,18,315,473,182,1,1,3911,67,0,0,0
55,39858.0,3,0,1,95,6,15,25,26,6,1,3994,67,0,0,1
76,34469.0,4,1,2,62,6,19,20,12,4,3,3529,58,0,0,0
38,83033.0,2,1,1,1761,25,812,431,33,5,1,3515,82,1,0,0
45,24401.0,3,1,0,467,13,73,217,115,8,3,4140,98,0,0,0
46,77583.0,2,1,0,1149,18,372,384,108,2,1,3612,93,1,0,0
42,74116.0,1,0,0,2052,18,871,704,166,2,1,3654,53,1,0,0
31,74293.0,2,0,0,1127,15,375,335,81,2,1,3529,66,0,0,0
48,68397.0,4,1,1,1416,20,760,466,80,3,1,3697,6,0,0,0
50,79632.0,4,1,0,1113,19,471,510,12,2,1,3555,42,0,0,0
35,46107.0,2,0,1,125,6,31,27,33,3,1,3612,78,0,0,0
73,64950.0,4,0,1,966,23,819,72,63,7,2,4159,29,1,0,0
35,25443.0,0,1,1,32,4,1,3,7,8,1,4027,82,0,0,0
72,75127.0,2,0,0,833,18,203,305,227,1,1,3511,92,0,0,0
53,32892.0,4,1,1,46,6,26,15,2,8,2,3508,78,0,0,0
53,71796.0,2,1,0,960,16,354,311,32,4,1,3721,54,0,0,0
54,67536.0,4,1,1,1829,27,1253,447,35,8,3,3876,45,1,0,0
53,55239.0,2,0,1,779,23,371,238,106,5,3,3823,59,0,0,0
49,60554.0,4,0,1,811,21,588,76,15,6,2,3797,8,0,0,0
72,64831.0,1,0,2,1120,14,480,249,144,6,8,3857,51,0,0,0
62,56067.0,4,1,1,725,18,517,54,120,5,2,3817,51,0,0,0
41,82025.0,2,0,0,1187,11,267,606,98,1,1,3870,76,1,0,1
71,94384.0,2,1,0,2302,18,1111,790,172,2,0,3955,62,3,0,1
38,14906.0,0,0,0,66,6,7,14,15,7,3,4027,86,0,0,0
37,51563.0,4,1,0,1250,18,1166,48,36,8,1,4109,60,2,0,0
42,57937.0,1,1,1,683,17,261,144,133,3,3,3606,56,0,0,0
45,68274.0,2,0,2,305,11,135,51,46,3,2,3745,83,0,0,0
47,39771.0,2,1,1,50,5,6,18,14,4,1,3678,92,0,0,0
49,67893.0,1,0,1,995,14,711,142,47,8,2,4109,31,0,0,0
45,27922.0,4,1,1,41,5,11,13,11,4,1,3523,80,0,0,0
48,52190.0,4,1,2,77,6,42,17,18,5,3,3525,39,1,0,0
51,44051.0,3,0,2,171,8,79,58,18,6,4,3989,20,0,0,1
53,42767.0,4,0,2,131,6,20,43,38,8,1,3887,53,0,0,0
48,46106.0,3,1,2,54,4,30,8,14,6,1,3522,84,0,0,0
48,16927.0,4,1,2,53,7,20,23,4,8,5,3977,50,0,0,0
59,59754.0,2,1,1,475,13,115,44,139,5,3,4048,96,0,0,1
72,53700.0,2,0,1,694,18,263,233,83,5,4,4154,94,0,0,0
51,59041.0,2,1,2,96,6,69,15,6,5,2,3526,25,0,0,0
67,54237.0,4,0,1,361,12,267,30,57,6,4,3901,48,0,0,0
57,70647.0,2,0,1,1079,24,561,171,114,2,2,4119,65,0,0,0
62,52597.0,4,0,1,578,17,492,37,42,5,3,3526,69,0,0,0
55,41021.0,3,1,1,64,5,14,9,12,6,2,4019,12,0,0,1
49,40233.0,4,1,1,149,8,80,46,2,6,5,3731,84,0,0,0
44,50183.0,2,1,2,231,10,97,84,15,5,7,3477,47,0,0,0
65,54753.0,2,1,1,728,18,197,227,131,4,3,3763,87,0,0,0
51,92955.0,2,1,0,1778,22,693,925,84,2,1,3787,35,2,0,1
51,33471.0,2,1,1,93,7,43,27,12,7,3,4098,47,0,0,0
50,34596.0,4,1,1,23,3,14,2,7,8,1,3915,48,0,0,1
44,44010.0,2,1,1,662,18,186,234,48,9,6,4097,46,0,0,0
36,84219.0,2,1,0,1198,17,434,400,45,1,1,3620,27,0,0,0
56,40706.0,4,1,3,81,7,59,11,5,7,4,4001,37,0,0,0
36,15716.0,1,1,1,92,7,16,30,26,8,3,4067,8,0,1,0
65,59052.0,1,0,1,491,15,230,75,31,5,3,3697,29,0,0,0
53,80573.0,3,1,0,1564,23,829,430,15,2,1,4096,85,0,0,0
62,83715.0,2,1,0,926,23,318,407,8,0,1,3619,2,0,0,0
65,82576.0,3,1,0,1910,18,1206,445,18,1,1,4170,66,1,0,0
59,56962.0,3,1,3,411,14,292,77,26,7,7,3734,60,0,0,0
72,35704.0,2,1,2,94,6,30,12,30,4,3,3650,54,0,0,0
70,53103.0,2,1,1,1085,23,729,133,195,7,5,3763,70,1,0,0
64,46779.0,1,0,2,23,3,12,3,7,4,1,3825,55,0,0,0
59,4861.0,2,0,0,6,0,2,1,1,14,0,3480,20,0,0,0
45,33462.0,3,0,1,54,5,22,18,11,7,1,3799,78,0,0,0
46,63693.0,2,0,1,1150,26,587,337,54,6,3,3731,63,0,0,0
74,80763.0,2,1,0,1415,22,674,108,231,3,1,3791,17,2,0,1
50,65352.0,4,1,1,405,14,284,84,23,4,2,3785,43,0,0,0
46,82170.0,4,1,0,1908,18,1023,651,37,2,1,3689,13,0,0,0
55,75759.0,2,1,0,2486,25,1394,708,182,5,1,3720,46,3,0,1
48,79689.0,1,0,0,1315,26,311,640,121,2,1,3886,65,0,0,0
68,35340.0,4,0,2,45,5,27,12,5,5,2,3473,1,0,0,0
70,85683.0,2,0,0,1789,16,1296,311,51,1,1,3573,6,4,0,1
52,24884.0,1,1,1,19,3,3,7,3,7,1,4050,32,0,0,0
43,42021.0,3,1,1,573,17,393,136,27,9,5,4140,34,1,0,0
35,64449.0,2,0,1,805,20,218,282,70,4,4,3604,70,0,0,0
70,64587.0,2,0,2,108,6,66,16,20,3,2,3480,49,0,0,0
29,34824.0,2,0,0,23,3,4,11,4,6,1,3568,65,0,0,0
46,75437.0,2,1,0,1493,22,795,545,0,6,1,3705,25,1,0,0
67,26091.0,2,1,2,89,6,15,19,20,5,3,3597,84,0,0,0
51,52845.0,2,1,1,936,22,384,292,64,6,3,3793,7,1,0,0
68,46086.0,2,0,1,343,12,244,32,50,4,4,3711,34,0,0,0
68,78028.0,4,0,1,528,19,158,288,38,7,1,4130,38,2,0,1
37,95169.0,4,0,0,1901,11,1285,449,20,1,1,3736,1,2,0,1
43,56337.0,1,1,2,724,17,349,144,182,8,5,3932,25,2,0,1
37,22434.0,2,1,1,58,5,4,11,15,8,2,3974,25,0,0,0
70,36930.0,4,1,1,297,11,223,31,39,8,5,3881,50,0,0,0
70,36130.0,2,0,1,488,15,157,127,37,4,6,3985,46,1,0,1
71,65569.0,3,1,1,859,21,397,288,70,3,2,4074,96,0,0,0
72,83844.0,2,1,0,1574,19,901,345,191,1,1,3886,57,1,0,0
56,19514.0,2,1,2,69,6,14,21,28,8,4,3627,47,1,0,0
61,36736.0,4,0,2,17,3,10,3,4,6,1,3888,52,0,0,0
45,77568.0,2,1,1,2194,20,1230,396,158,5,1,4146,30,3,0,0
48,49187.0,4,1,1,116,7,81,31,0,2,1,3642,63,0,0,0
46,30168.0,2,0,1,279,11,154,66,27,9,7,3952,51,0,0,0
56,34053.0,3,1,1,103,6,63,21,12,8,1,4130,14,0,0,0
53,38196.0,3,1,2,44,6,30,11,3,5,3,3545,20,0,0,0
73,59412.0,3,1,0,406,14,90,165,11,3,1,3544,56,0,0,0
59,70924.0,1,1,0,1363,19,635,254,76,3,1,3556,41,1,0,0
55,54165.0,2,1,0,236,10,127,73,11,2,1,3870,72,0,0,0
51,32300.0,2,1,1,39,4,13,6,6,8,1,4015,1,0,0,0
48,20180.0,2,0,0,137,7,18,24,18,7,1,3967,27,0,0,0
51,34961.0,2,1,1,79,7,45,26,1,7,3,3483,77,0,0,0
50,28440.0,4,1,1,63,5,38,24,0,8,1,3830,87,0,0,0
71,64504.0,4,1,3,1314,18,986,168,108,7,7,3955,81,0,0,1
58,33564.0,3,1,1,71,5,61,3,7,5,1,3478,51,0,0,0
46,17345.0,2,1,1,58,5,4,16,12,8,2,4076,79,0,0,0
57,56320.0,4,1,1,702,18,201,172,83,4,3,3920,11,0,0,0
46,28647.0,2,0,1,94,6,19,29,26,7,1,3785,54,1,0,1
37,15038.0,0,0,1,80,5,4,11,26,9,2,3989,93,0,0,0
66,32173.0,4,0,1,22,4,18,2,2,4,1,3805,0,0,0,0
60,68316.0,1,1,1,1211,27,806,161,33,6,5,4075,54,0,0,0
53,74538.0,2,1,0,1461,21,380,733,28,3,1,3838,21,1,0,1
53,91700.0,2,0,0,1968,19,576,961,19,3,1,4001,58,0,0,1
55,68695.0,2,1,0,1091,15,458,356,40,2,1,3477,3,0,0,0
47,31056.0,1,1,1,55,4,5,13,16,8,1,3996,99,0,0,0
51,79593.0,2,1,0,1366,18,350,568,145,2,1,3521,70,1,0,0
44,28071.0,2,0,0,313,11,39,130,44,8,2,4142,65,0,0,0
66,37334.0,4,1,2,62,7,26,16,15,4,4,3596,44,0,0,0
52,46423.0,3,0,2,92,6,68,16,8,7,3,3757,6,0,0,0
53,37126.0,4,1,1,72,5,45,9,7,6,1,3564,9,1,0,1
71,47703.0,2,1,1,655,17,359,134,123,5,4,3869,95,0,0,0
65,61180.0,2,1,1,704,16,403,29,218,3,2,3540,70,1,0,0
70,38998.0,2,1,2,54,5,34,14,5,8,3,4076,92,0,1,0
33,8028.0,2,0,0,178,1,73,66,2,19,15,4122,62,0,0,0
62,76081.0,2,1,0,1033,13,292,415,200,2,1,3510,85,1,0,0
38,34728.0,2,1,1,36,4,14,16,6,6,1,3807,2,0,0,1
59,33168.0,3,0,1,122,7,80,37,3,7,3,4097,0,0,0,0
58,33585.0,3,1,1,122,6,30,33,29,4,1,3750,91,0,0,0
64,77037.0,4,1,1,1123,26,463,333,10,3,1,3732,3,0,0,0
40,35196.0,2,1,1,497,12,75,141,187,8,6,4066,68,0,0,1
58,44529.0,2,1,1,691,19,538,91,26,5,6,3832,98,1,0,0
59,70924.0,1,1,0,1363,19,635,254,76,3,1,3556,41,1,0,0
58,28764.0,4,1,2,12,3,8,3,1,8,1,3497,16,1,0,0
75,69098.0,4,1,0,2440,24,1315,780,178,5,1,3971,82,0,0,0
54,25959.0,1,0,2,56,5,4,12,26,6,2,3973,1,0,0,1
41,27100.0,3,1,1,37,4,12,13,10,7,1,3923,64,0,0,0
39,70596.0,2,0,0,968,20,347,534,26,2,1,4105,68,0,0,0
50,42557.0,2,1,1,270,11,192,53,15,8,4,4142,98,0,0,0
73,53312.0,4,1,0,278,11,241,12,25,7,1,3797,32,0,0,0
72,72228.0,2,0,0,1250,21,631,491,56,3,1,4052,87,0,0,0
37,67605.0,2,1,0,938,16,336,282,54,1,1,3928,84,0,0,0
75,62845.0,3,1,2,1178,17,1099,45,34,8,11,4109,3,1,0,0
66,65196.0,2,1,2,1155,24,743,181,200,5,2,3812,34,1,0,0
37,42000.0,4,0,0,653,18,124,267,35,5,2,4008,23,0,0,1
51,35860.0,4,0,2,49,4,15,8,20,5,2,3514,37,1,0,0
60,65526.0,4,1,1,506,16,397,69,9,2,1,3552,22,0,0,0
63,16860.0,2,1,2,38,5,10,4,14,7,3,4128,19,0,0,0
32,83528.0,2,0,0,1650,22,530,678,147,1,1,3532,7,2,0,1
59,64176.0,1,0,1,1826,25,1215,249,149,6,8,4168,52,0,0,0
68,22304.0,2,0,0,18,3,3,7,2,8,1,4167,91,0,0,0
46,67023.0,2,1,0,906,23,444,382,17,2,1,3590,93,0,1,0
53,32892.0,4,1,1,46,6,26,15,2,8,2,3508,78,0,0,0
58,70713.0,2,1,1,1477,19,736,279,190,3,6,4046,23,0,0,0
69,59925.0,2,1,1,766,20,473,176,56,6,3,4049,83,0,0,0
71,39722.0,2,1,1,47,5,32,5,8,5,2,3598,92,0,0,0
66,46610.0,2,1,0,467,13,288,30,125,6,1,3819,4,0,0,0
63,88347.0,2,1,0,2116,20,1050,555,118,1,1,3834,32,1,0,0
43,87171.0,4,1,0,1298,24,1001,107,44,2,1,3897,27,2,0,0
48,26907.0,1,1,2,22,4,9,7,2,7,2,3786,10,0,0,0
56,50014.0,3,0,1,396,13,234,77,42,5,2,3631,9,0,0,0
46,41014.0,4,1,1,20,3,7,6,3,7,1,3906,65,0,0,0
59,66294.0,2,0,0,967,12,251,334,117,2,1,3577,68,0,0,0
53,36715.0,2,1,1,357,13,172,125,16,9,6,4062,16,0,0,1
68,79456.0,2,1,0,1401,15,565,548,99,3,1,4149,12,0,0,1
42,40479.0,2,1,1,15,3,5,8,0,4,1,3789,95,0,0,0
54,75345.0,3,0,0,2087,19,918,842,133,3,1,3985,16,1,0,1
