id_estudiante,periodo_ingreso,carrera,provincia,zona_residencia,sexo,edad,estado_civil,tipo_colegio,financiamiento,modalidad,semestre_actual,promedio_bachillerato,nota_primer_ciclo,creditos_reprobados,num_materias_matriculadas,asistencia_pct,horas_trabajo_semana,distancia_universidad_km,num_hermanos,ingreso_familiar_usd,uso_tutoria,indice_satisfaccion,desercion_semestre,fecha_ultimo_pago,motivo_retiro,semestre_desercion
EST-2023-0573,2022-S2,Psicología,Pichincha,Rural,M,20,Soltero/a,Fiscal,Credito educativo,Presencial,2,6.88,6.7,3,4,51.3,0.0,4.7,3,1388.0,0,4.2,1,2024-04-07,Academico,3.0
EST-2024-0574,2023-S2,Ciencia de Datos,Imbabura,Urbana,F,26,Union libre,Fiscomisional,Recursos propios,Presencial,4,7.19,8.4,0,7,68.6,31.0,2.0,2,352.0,2,3.8,0,,,
EST-2025-0575,2022-S2,Medicina,Tungurahua,Rural,M,17,Union libre,Particular,Beca completa,Presencial,6,6.14,5.64,2,5,74.2,0.0,13.3,3,1044.0,3,7.6,0,,,
EST-2020-0576,2022-S2,Arquitectura,Azuay,Urbana,M,18,Casado/a,Fiscal,Beca parcial,Semi-presencial,1,8.22,7.97,0,7,80.6,0.0,1.2,4,1279.0,3,8.3,0,,,
EST-2021-0577,2022-S2,Arquitectura,Chimborazo,Urbana,F,18,Soltero/a,Particular,Recursos propios,Semi-presencial,5,7.94,8.09,0,5,85.3,0.0,6.8,1,655.0,2,,0,,,
EST-2022-0578,2022-S2,Administración de Empresas,Imbabura,Rural,F,24,Soltero/a,Fiscal,Beca completa,Presencial,2,8.08,4.81,0,6,82.5,0.0,0.5,1,1591.0,2,6.6,0,,,
EST-2023-0579,2022-S1,Ciencia de Datos,Guayas,Urbana,M,23,Casado/a,Fiscal,Beca parcial,Presencial,3,7.78,7.79,2,4,78.2,0.0,8.2,5,439.0,4,6.8,0,,,
EST-2024-0580,2022-S2,Medicina,Azuay,Rural,F,26,Soltero/a,Fiscal,Recursos propios,Presencial,1,6.12,6.93,1,8,99.6,32.0,,1,735.0,2,3.6,0,,,
EST-2025-0581,2022-S2,Medicina,Tungurahua,Rural,F,24,Casado/a,Fiscal,Credito educativo,Semi-presencial,3,6.34,,1,6,86.7,11.0,48.2,1,481.0,5,3.5,1,2024-01-02,Laboral,4.0
EST-2020-0582,2023-S2,Psicología,Chimborazo,Rural,M,17,Casado/a,Fiscal,Recursos propios,Presencial,4,7.85,8.41,0,4,86.4,44.0,1.9,2,293.0,5,6.9,0,,,
EST-2021-0583,2022-S1,Derecho,Azuay,Urbana,M,26,Casado/a,Particular,Beca completa,Presencial,3,8.45,8.06,1,6,48.0,32.0,33.8,1,1607.0,2,5.8,1,2024-07-23,Personal,4.0
EST-2022-0584,2022-S2,Ciencia de Datos,Guayas,Rural,F,27,Union libre,Fiscal,Credito educativo,Presencial,3,8.87,7.17,0,6,92.5,0.0,53.2,0,223.0,0,7.3,0,,,
EST-2023-0585,2022-S2,Arquitectura,Guayas,Urbana,M,21,Soltero/a,Fiscal,Beca parcial,Presencial,3,8.16,5.01,2,4,70.7,0.0,6.8,3,1261.0,3,3.7,0,,,
EST-2024-0586,2022-S2,Ingeniería Civil,Azuay,Urbana,M,25,Soltero/a,Fiscal,Recursos propios,Presencial,1,8.43,6.04,1,4,74.2,0.0,11.4,2,507.0,5,8.2,0,,,
EST-2025-0587,2022-S1,Derecho,Guayas,Urbana,M,19,Soltero/a,Fiscal,Credito educativo,Presencial,3,7.8,8.55,1,7,68.1,0.0,13.0,1,1221.0,0,7.1,0,,,
EST-2020-0588,2023-S1,Psicología,Pichincha,Urbana,F,20,Soltero/a,Fiscal,Beca completa,Semi-presencial,5,6.19,6.19,0,5,94.1,0.0,18.2,2,553.0,1,7.8,0,,,
EST-2021-0589,2023-S1,Ciencia de Datos,Tungurahua,Urbana,F,17,Soltero/a,Particular,Recursos propios,Presencial,2,9.37,,3,5,100.0,0.0,37.2,0,564.0,4,6.5,0,,,
EST-2022-0590,2023-S2,Derecho,Azuay,Rural,F,19,Soltero/a,Particular,Credito educativo,Semi-presencial,2,6.74,7.45,0,6,46.1,13.0,8.9,2,659.0,0,7.7,1,2024-01-06,Personal,3.0
EST-2023-0591,2023-S1,Psicología,Azuay,Rural,M,23,Soltero/a,Particular,Recursos propios,Semi-presencial,4,7.15,7.75,1,4,66.5,0.0,24.3,3,600.0,1,,1,2024-02-15,Laboral,4.0
EST-2024-0592,2022-S1,Derecho,Manabí,Rural,M,24,Casado/a,Fiscal,Beca parcial,Presencial,6,8.76,4.88,1,7,97.3,0.0,3.7,2,1222.0,5,6.3,0,,,
EST-2025-0593,2023-S2,Arquitectura,Guayas,Rural,F,21,Casado/a,Fiscal,Recursos propios,Presencial,1,7.3,8.57,2,7,65.1,25.0,5.2,2,1143.0,1,6.3,1,2024-04-17,Academico,1.0
EST-2020-0594,2022-S2,Administración de Empresas,Esmeraldas,Urbana,M,23,Soltero/a,Particular,Credito educativo,Presencial,6,7.37,10.0,0,6,74.9,0.0,0.5,0,656.0,2,4.2,0,,,
EST-2021-0595,2023-S1,Ingeniería Civil,Esmeraldas,Rural,M,26,Casado/a,Fiscal,Beca parcial,Presencial,4,7.06,8.05,1,7,100.0,0.0,40.1,2,202.0,4,5.5,0,,,
EST-2022-0596,2022-S2,Administración de Empresas,Esmeraldas,Urbana,M,17,Soltero/a,Fiscomisional,Beca parcial,Presencial,6,8.45,6.7,0,6,87.9,0.0,6.1,0,200.0,2,6.6,0,,,
EST-2023-0597,2022-S2,Medicina,Azuay,Urbana,F,23,Soltero/a,Particular,Beca completa,Semi-presencial,3,7.31,9.31,1,5,80.5,16.0,20.3,1,612.0,2,7.3,0,,,
EST-2024-0598,2023-S2,Psicología,Guayas,Urbana,F,19,Soltero/a,Fiscal,Recursos propios,Presencial,1,8.12,8.63,1,7,66.9,34.0,6.6,5,1603.0,4,8.8,0,,,
EST-2025-0599,2023-S1,Administración de Empresas,Guayas,Urbana,M,27,Soltero/a,Particular,Credito educativo,Semi-presencial,2,10.0,6.99,1,7,74.3,0.0,46.0,3,725.0,2,7.4,0,,,
EST-2020-0600,2023-S2,Arquitectura,Guayas,Rural,F,21,Soltero/a,Fiscal,Credito educativo,Presencial,2,7.28,4.4,1,8,74.3,0.0,27.9,1,771.0,1,,0,,,
EST-2021-0601,2022-S1,Ingeniería Civil,Guayas,Urbana,M,26,Soltero/a,Fiscal,Recursos propios,Presencial,3,8.83,6.42,2,7,89.5,0.0,15.9,3,1224.0,1,7.8,0,,,
EST-2022-0602,2023-S1,Arquitectura,Tungurahua,Rural,F,19,Casado/a,Fiscal,Credito educativo,Presencial,1,8.06,8.87,2,4,66.0,21.0,30.4,2,650.0,2,5.7,1,2024-03-27,Academico,1.0
EST-2023-0603,2023-S2,Arquitectura,Loja,Urbana,M,18,Soltero/a,Fiscal,Beca parcial,Presencial,2,8.78,7.75,0,6,57.2,27.0,40.5,3,200.0,5,6.6,0,,,
EST-2024-0604,2022-S1,Contabilidad,Guayas,Urbana,F,27,Soltero/a,Fiscal,Recursos propios,Semi-presencial,1,8.35,5.38,1,8,84.8,0.0,12.6,2,1251.0,2,4.0,0,,,
EST-2025-0605,2023-S2,Administración de Empresas,Manabí,Rural,F,18,Casado/a,Fiscal,Recursos propios,Presencial,5,8.55,6.86,1,6,76.3,22.0,32.0,1,302.0,3,4.2,1,2024-02-05,Academico,6.0
EST-2020-0606,2023-S1,Arquitectura,Pichincha,Urbana,M,27,Soltero/a,Particular,Beca parcial,Presencial,4,8.13,4.34,0,6,84.9,0.0,6.9,4,290.0,2,7.0,0,,,
EST-2021-0607,2023-S1,Ingeniería Civil,Pichincha,Rural,M,18,Casado/a,Fiscal,Recursos propios,Presencial,6,7.86,5.42,0,5,84.5,17.0,48.4,0,769.0,5,5.9,0,,,
EST-2022-0608,2022-S2,Administración de Empresas,Azuay,Urbana,F,26,Soltero/a,Fiscal,Beca completa,Presencial,1,9.1,8.7,2,5,76.7,16.0,4.0,1,1311.0,4,8.5,0,,,
EST-2023-0609,2022-S2,Administración de Empresas,Pichincha,Urbana,F,25,Soltero/a,Fiscal,Beca completa,Semi-presencial,6,6.33,10.0,0,7,62.5,0.0,15.4,2,971.0,1,8.2,0,,,
EST-2024-0610,2022-S1,Derecho,Tungurahua,Urbana,F,20,Soltero/a,Fiscal,Credito educativo,Presencial,5,6.82,10.0,0,4,86.5,0.0,4.3,4,639.0,3,10.0,0,,,
EST-2025-0611,2022-S2,Arquitectura,Azuay,Rural,F,21,Casado/a,Fiscal,Credito educativo,Semi-presencial,5,7.73,5.93,1,7,69.8,23.0,13.8,0,209.0,5,4.5,1,2024-07-19,Personal,5.0
EST-2020-0612,2023-S2,Ingeniería Civil,Manabí,Urbana,M,21,Casado/a,Particular,Recursos propios,Semi-presencial,2,6.76,9.24,0,6,75.6,32.0,4.6,4,625.0,1,5.7,0,,,
EST-2021-0613,2022-S2,Contabilidad,Guayas,Urbana,M,22,Soltero/a,Fiscal,Credito educativo,Semi-presencial,2,8.73,6.77,0,8,100.0,44.0,11.7,2,561.0,3,6.8,0,,,
EST-2022-0614,2022-S1,Derecho,Esmeraldas,Urbana,F,21,Soltero/a,Fiscomisional,Beca completa,Presencial,6,7.0,7.6,0,6,75.1,43.0,9.9,2,603.0,4,8.8,0,,,
EST-2023-0615,2023-S1,Administración de Empresas,Pichincha,Urbana,M,25,Soltero/a,Particular,Beca completa,Presencial,1,8.33,7.28,2,8,77.5,10.0,20.6,1,1057.0,2,4.6,0,,,
EST-2024-0616,2023-S1,Psicología,Loja,Rural,F,27,Casado/a,Fiscal,Beca parcial,Presencial,3,8.78,8.81,1,8,54.0,0.0,9.7,0,514.0,5,8.1,0,,,
EST-2025-0617,2023-S2,Contabilidad,Pichincha,Rural,M,22,Soltero/a,Fiscal,Beca completa,Semi-presencial,1,8.1,9.13,3,6,67.3,0.0,3.5,2,1530.0,4,3.0,1,2024-08-15,Personal,1.0
EST-2020-0618,2022-S1,Derecho,Pichincha,Rural,M,20,Union libre,Particular,Recursos propios,Presencial,5,8.04,7.58,0,7,66.6,0.0,6.6,0,1076.0,4,,0,,,
EST-2021-0619,2022-S1,Psicología,Loja,Urbana,F,23,Soltero/a,Particular,Beca completa,Presencial,5,7.56,7.93,0,7,64.6,0.0,0.9,2,1069.0,0,6.2,0,,,
EST-2022-0620,2022-S1,Contabilidad,Imbabura,Rural,M,24,Casado/a,Fiscal,Beca parcial,Presencial,3,8.87,7.95,5,6,55.3,0.0,1.7,1,754.0,4,10.0,1,2024-04-01,Personal,3.0
EST-2023-0621,2022-S1,Derecho,Pichincha,Rural,M,23,Soltero/a,Fiscal,Credito educativo,Semi-presencial,3,4.35,8.64,2,8,82.3,0.0,9.5,1,1461.0,5,8.8,0,,,
EST-2024-0622,2023-S2,Medicina,Loja,Urbana,F,24,Soltero/a,Fiscomisional,Beca completa,Presencial,6,7.66,8.7,1,5,90.8,0.0,20.0,0,202.0,1,7.9,0,,,
EST-2025-0623,2023-S1,Derecho,Guayas,Urbana,F,19,Casado/a,Fiscal,Beca completa,Presencial,6,7.54,7.84,2,7,86.3,0.0,,2,315.0,5,3.2,0,,,
EST-2020-0624,2022-S2,Administración de Empresas,Azuay,Rural,F,27,Soltero/a,Fiscomisional,Beca completa,Semi-presencial,6,5.55,8.38,0,5,80.1,0.0,17.8,4,1367.0,0,8.4,0,,,
EST-2021-0625,2023-S1,Arquitectura,Guayas,Rural,F,25,Soltero/a,Particular,Beca completa,Semi-presencial,6,5.32,5.17,0,4,88.7,0.0,15.5,1,578.0,4,4.5,0,,,
EST-2022-0626,2023-S2,Psicología,El Oro,Rural,F,18,Soltero/a,Particular,Recursos propios,Presencial,1,6.86,,2,6,66.6,14.0,1.8,2,1005.0,0,5.7,1,2024-05-03,Economico,2.0
EST-2023-0627,2023-S1,Ciencia de Datos,Guayas,Rural,M,19,Soltero/a,Fiscal,Beca completa,Presencial,3,6.46,7.7,2,5,84.7,22.0,5.0,2,854.0,3,6.7,0,,,
EST-2024-0628,2023-S1,Psicología,Guayas,Urbana,F,20,Soltero/a,Fiscal,Recursos propios,Presencial,6,5.72,8.95,0,5,69.8,0.0,33.5,3,1733.0,4,4.8,0,,,
EST-2025-0629,2022-S1,Ingeniería Civil,Pichincha,Rural,M,21,Union libre,Fiscal,Beca parcial,Presencial,6,4.97,6.25,0,5,83.9,0.0,10.7,2,426.0,0,5.1,1,2024-01-20,Personal,7.0
EST-2020-0630,2022-S1,Medicina,Tungurahua,Urbana,F,18,Soltero/a,Particular,Recursos propios,Semi-presencial,5,7.79,8.03,2,7,88.4,0.0,3.3,0,681.0,1,8.3,0,,,
EST-2021-0631,2023-S1,Ingeniería Civil,Azuay,Urbana,F,18,Union libre,Fiscal,Recursos propios,Presencial,4,7.81,7.01,0,5,59.7,29.0,26.8,2,424.0,5,6.6,0,,,
EST-2022-0632,2023-S2,Contabilidad,Loja,Urbana,M,20,Soltero/a,Fiscal,Beca parcial,Presencial,2,9.55,6.06,0,5,92.7,0.0,10.7,3,301.0,1,6.7,0,,,
EST-2023-0633,2022-S2,Ingeniería Civil,El Oro,Urbana,M,20,Casado/a,Fiscal,Credito educativo,Presencial,6,5.87,7.96,2,6,76.6,0.0,1.8,0,471.0,3,5.1,0,,,
EST-2024-0634,2023-S2,Ciencia de Datos,Pichincha,Urbana,M,17,Soltero/a,Fiscal,Beca completa,Presencial,6,7.92,6.82,0,5,95.7,22.0,9.3,0,493.0,1,8.5,0,,,
EST-2025-0635,2023-S2,Medicina,Chimborazo,Urbana,F,24,Casado/a,Particular,Recursos propios,Presencial,1,7.05,6.88,1,5,64.0,0.0,0.5,5,687.0,2,5.3,0,,,
EST-2020-0636,2023-S1,Administración de Empresas,El Oro,Urbana,M,26,Soltero/a,Particular,Recursos propios,Presencial,4,9.07,6.67,0,8,72.7,0.0,7.9,2,283.0,3,4.3,0,,,
EST-2021-0637,2022-S2,Psicología,Pichincha,Urbana,M,18,Soltero/a,Fiscal,Recursos propios,Presencial,1,8.71,,1,7,50.5,42.0,14.6,2,618.0,2,4.7,1,2024-03-03,Economico,1.0
EST-2022-0638,2023-S2,Contabilidad,Pichincha,Urbana,M,17,Soltero/a,Particular,Credito educativo,Presencial,3,8.14,8.31,0,5,73.1,0.0,7.7,3,200.0,5,5.7,0,,,
EST-2023-0639,2023-S2,Arquitectura,Azuay,Urbana,F,19,Soltero/a,Fiscal,Credito educativo,Semi-presencial,5,7.58,6.85,1,6,67.1,16.0,112.3,2,364.0,1,6.2,1,2024-08-23,Personal,5.0
EST-2024-0640,2022-S2,Contabilidad,El Oro,Urbana,M,20,Soltero/a,Particular,Credito educativo,Presencial,6,7.56,6.76,2,7,90.6,0.0,5.5,4,1304.0,1,8.0,0,,,
EST-2025-0641,2022-S2,Psicología,Esmeraldas,Rural,F,18,Union libre,Particular,Beca parcial,Presencial,6,8.72,5.35,2,6,85.0,0.0,21.0,3,1766.0,2,5.4,0,,,
EST-2020-0642,2022-S2,Contabilidad,El Oro,Urbana,M,23,Soltero/a,Particular,Recursos propios,Semi-presencial,6,7.3,9.21,2,7,85.0,0.0,16.6,0,691.0,1,9.1,0,,,
EST-2021-0643,2022-S2,Arquitectura,Esmeraldas,Rural,M,27,Soltero/a,Fiscomisional,Credito educativo,Presencial,5,7.66,9.26,0,4,96.9,14.0,20.6,1,1280.0,5,8.3,0,,,
EST-2022-0644,2023-S2,Ingeniería Civil,Loja,Urbana,M,25,Casado/a,Particular,Beca parcial,Presencial,1,7.2,7.0,0,8,99.1,0.0,9.4,0,495.0,4,8.5,0,,,
EST-2023-0645,2023-S2,Arquitectura,Pichincha,Rural,M,23,Soltero/a,Particular,Beca parcial,Presencial,3,8.23,7.55,0,4,79.6,43.0,9.5,1,1030.0,5,5.3,0,,,
EST-2024-0646,2023-S2,Administración de Empresas,Guayas,Rural,F,27,Soltero/a,Fiscal,Beca completa,Presencial,6,7.93,3.54,1,7,89.8,0.0,0.5,7,629.0,2,4.3,0,,,
EST-2025-0647,2022-S1,Derecho,Tungurahua,Rural,M,24,Soltero/a,Fiscal,Credito educativo,Presencial,1,9.81,7.69,0,4,85.0,0.0,47.6,1,996.0,1,7.3,0,,,
EST-2020-0648,2022-S1,Ingeniería Civil,Esmeraldas,Urbana,F,27,Casado/a,Fiscal,Recursos propios,Presencial,2,8.08,9.58,0,4,75.3,0.0,49.4,4,494.0,4,8.9,0,,,
EST-2021-0649,2022-S1,Derecho,Pichincha,Urbana,M,24,Soltero/a,Fiscal,Credito educativo,Semi-presencial,4,9.13,5.34,1,6,88.8,37.0,24.6,2,290.0,2,8.0,0,,,
EST-2022-0650,2023-S2,Ciencia de Datos,El Oro,Rural,F,19,Soltero/a,Fiscal,Recursos propios,Presencial,3,7.95,6.75,0,7,58.7,0.0,32.7,4,588.0,0,8.1,1,2024-07-13,Laboral,4.0
EST-2023-0651,2022-S1,Psicología,Azuay,Urbana,M,24,Soltero/a,Fiscal,Beca parcial,Presencial,5,7.08,,1,4,61.3,0.0,3.1,1,347.0,0,3.1,0,,,
EST-2024-0652,2023-S2,Contabilidad,Azuay,Rural,M,18,Soltero/a,Particular,Credito educativo,Presencial,6,7.8,10.0,3,6,65.7,0.0,1.6,3,452.0,0,4.8,0,,,
EST-2025-0653,2022-S2,Contabilidad,Guayas,Urbana,M,18,Soltero/a,Fiscal,Recursos propios,Presencial,5,7.18,7.91,2,5,79.2,0.0,61.0,0,1097.0,4,7.1,0,,,
EST-2020-0654,2022-S2,Ingeniería Civil,Manabí,Urbana,M,18,Casado/a,Fiscal,Recursos propios,Presencial,4,8.19,5.16,2,6,74.3,18.0,9.5,1,353.0,4,9.8,0,,,
EST-2021-0655,2022-S2,Psicología,Chimborazo,Rural,F,25,Union libre,Particular,Recursos propios,Semi-presencial,6,6.18,5.74,2,4,100.0,0.0,18.9,1,533.0,0,3.4,1,2024-01-15,Personal,6.0
EST-2022-0656,2022-S1,Ingeniería Civil,Imbabura,Rural,M,20,Soltero/a,Fiscomisional,Recursos propios,Presencial,4,5.22,9.29,2,8,74.2,0.0,4.6,3,1209.0,3,3.8,0,,,
EST-2023-0657,2022-S2,Ciencia de Datos,Imbabura,Urbana,M,23,Casado/a,Particular,Beca completa,Semi-presencial,1,7.72,5.45,1,8,77.8,0.0,12.6,2,541.0,0,6.0,0,,,
EST-2024-0658,2022-S2,Arquitectura,Imbabura,Rural,M,24,Casado/a,Particular,Beca parcial,Presencial,6,4.89,5.57,3,8,86.0,31.0,10.2,1,445.0,4,8.3,1,2024-06-17,Personal,6.0
EST-2025-0659,2023-S1,Psicología,Pichincha,Rural,M,19,Soltero/a,Fiscomisional,Beca parcial,Presencial,1,9.15,7.34,1,7,79.6,0.0,23.8,2,200.0,1,6.9,0,,,
EST-2020-0660,2023-S2,Contabilidad,Manabí,Urbana,M,24,Soltero/a,Fiscomisional,Credito educativo,Presencial,2,7.99,6.14,0,6,56.8,16.0,8.1,4,457.0,2,2.8,0,,,
EST-2021-0661,2022-S1,Medicina,Azuay,Rural,M,18,Casado/a,Fiscal,Recursos propios,Semi-presencial,6,8.62,6.89,2,4,69.1,0.0,14.9,5,355.0,5,5.5,0,,,
EST-2022-0662,2023-S2,Arquitectura,El Oro,Rural,M,18,Soltero/a,Fiscal,Beca parcial,Semi-presencial,1,5.23,7.07,2,4,80.9,0.0,11.8,0,1259.0,2,6.6,0,,,
EST-2023-0663,2023-S1,Derecho,Pichincha,Rural,F,25,Casado/a,Particular,Recursos propios,Presencial,2,6.69,8.45,0,6,98.5,33.0,12.2,2,704.0,5,4.9,0,,,
EST-2024-0664,2022-S1,Psicología,Esmeraldas,Rural,M,18,Soltero/a,Fiscal,Beca parcial,Presencial,3,6.17,7.11,0,8,84.8,21.0,3.1,1,1079.0,0,4.7,0,,,
EST-2025-0665,2022-S1,Ciencia de Datos,Azuay,Urbana,M,22,Soltero/a,Fiscomisional,Beca parcial,Semi-presencial,1,8.73,7.73,0,7,75.2,0.0,7.4,0,432.0,1,5.6,0,,,
EST-2020-0666,2022-S2,Ingeniería Civil,Guayas,Urbana,F,20,Soltero/a,Fiscal,Credito educativo,Presencial,1,10.0,6.64,1,8,92.7,0.0,8.8,1,842.0,3,5.0,0,,,
EST-2021-0667,2023-S1,Contabilidad,Pichincha,Rural,F,23,Soltero/a,Fiscomisional,Recursos propios,Presencial,5,8.56,6.56,0,8,100.0,0.0,15.3,1,1597.0,3,7.8,0,,,
EST-2022-0668,2022-S2,Administración de Empresas,Imbabura,Urbana,F,21,Soltero/a,Fiscal,Recursos propios,Presencial,4,6.37,7.11,3,6,67.8,43.0,6.5,2,293.0,0,7.5,1,2024-05-11,Academico,5.0
EST-2023-0669,2023-S1,Medicina,Tungurahua,Rural,F,18,Soltero/a,Fiscal,Credito educativo,Presencial,5,10.0,5.87,2,5,82.8,37.0,68.2,3,349.0,2,6.8,1,2024-03-22,Economico,6.0
EST-2024-0670,2022-S2,Arquitectura,Loja,Urbana,F,21,Union libre,Fiscal,Recursos propios,Presencial,4,8.16,7.93,6,8,87.3,0.0,15.1,2,405.0,3,8.1,0,,,
EST-2025-0671,2023-S2,Derecho,Esmeraldas,Rural,F,27,Casado/a,Particular,Recursos propios,Presencial,5,7.44,7.13,0,7,60.2,0.0,19.2,3,644.0,4,1.9,0,,,
EST-2020-0672,2022-S1,Arquitectura,El Oro,Urbana,M,20,Soltero/a,Fiscal,Recursos propios,Presencial,4,8.08,10.0,1,6,75.0,0.0,46.5,2,414.0,0,8.9,0,,,
EST-2021-0673,2023-S1,Contabilidad,Guayas,Urbana,M,24,Soltero/a,Fiscal,Credito educativo,Presencial,3,6.54,3.48,1,5,86.5,0.0,52.8,3,867.0,2,5.9,1,2024-03-01,Academico,4.0
EST-2022-0674,2022-S1,Administración de Empresas,Manabí,Urbana,M,24,Soltero/a,Particular,Beca completa,Presencial,3,6.71,10.0,0,7,67.0,0.0,37.2,2,270.0,3,7.9,0,,,
EST-2023-0675,2022-S2,Arquitectura,Pichincha,Rural,M,18,Casado/a,Particular,Recursos propios,Semi-presencial,6,7.21,,2,8,57.1,0.0,3.9,0,1214.0,4,5.5,0,,,
EST-2024-0676,2023-S2,Arquitectura,Imbabura,Urbana,F,23,Union libre,Fiscal,Credito educativo,Presencial,1,7.15,6.23,1,8,86.2,15.0,18.6,0,654.0,3,8.5,0,,,
EST-2025-0677,2022-S1,Ciencia de Datos,Tungurahua,Urbana,M,23,Soltero/a,Fiscal,Credito educativo,Presencial,5,6.25,8.47,0,4,89.0,15.0,21.9,2,453.0,5,8.1,0,,,
EST-2020-0678,2022-S2,Arquitectura,El Oro,Urbana,F,20,Soltero/a,Fiscal,Recursos propios,Semi-presencial,5,7.28,6.89,0,5,75.1,17.0,37.2,2,799.0,3,,0,,,
EST-2021-0679,2022-S1,Administración de Empresas,Tungurahua,Urbana,F,19,Soltero/a,Particular,Beca parcial,Presencial,3,7.72,8.24,4,6,67.8,18.0,,4,1356.0,4,8.1,0,,,
EST-2022-0680,2022-S1,Administración de Empresas,Imbabura,Urbana,M,22,Soltero/a,Fiscal,Beca completa,Presencial,3,9.97,,0,8,85.9,0.0,58.7,3,1053.0,4,9.1,0,,,
EST-2023-0681,2023-S1,Medicina,Esmeraldas,Urbana,M,22,Soltero/a,Fiscal,Beca completa,Presencial,3,6.09,7.74,0,6,68.2,0.0,14.4,1,709.0,1,8.5,0,,,
EST-2024-0682,2023-S1,Ingeniería Civil,Guayas,Urbana,M,21,Casado/a,Fiscal,Beca completa,Presencial,3,8.87,,2,7,100.0,13.0,1.6,0,684.0,0,8.2,0,,,
EST-2025-0683,2023-S1,Ingeniería Civil,Chimborazo,Urbana,F,26,Casado/a,Particular,Recursos propios,Presencial,4,5.92,8.18,1,6,68.5,0.0,1.0,0,851.0,3,7.1,0,,,
EST-2020-0684,2022-S1,Contabilidad,Azuay,Urbana,F,24,Soltero/a,Particular,Recursos propios,Semi-presencial,1,6.64,6.66,0,7,88.0,43.0,20.6,0,1161.0,0,8.3,0,,,
EST-2021-0685,2023-S2,Administración de Empresas,Tungurahua,Urbana,F,27,Soltero/a,Particular,Beca parcial,Presencial,2,7.28,,0,7,86.1,0.0,71.1,1,561.0,0,4.5,0,,,
EST-2022-0686,2022-S1,Derecho,Chimborazo,Rural,F,27,Soltero/a,Fiscomisional,Recursos propios,Presencial,5,7.48,6.54,0,4,85.3,24.0,29.7,1,2235.0,5,8.3,0,,,
EST-2023-0687,2022-S2,Medicina,Pichincha,Urbana,F,27,Soltero/a,Fiscomisional,Beca parcial,Semi-presencial,5,7.79,8.24,3,6,65.4,0.0,65.5,2,694.0,1,5.9,0,,,
EST-2024-0688,2022-S1,Ingeniería Civil,Manabí,Urbana,M,18,Soltero/a,Particular,Recursos propios,Presencial,5,7.28,6.6,2,8,100.0,32.0,1.6,1,538.0,5,7.1,0,,,
EST-2025-0689,2023-S2,Medicina,El Oro,Urbana,F,20,Casado/a,Particular,Recursos propios,Presencial,5,8.2,7.8,4,8,72.0,0.0,13.4,1,240.0,5,,0,,,
EST-2020-0690,2023-S1,Medicina,Guayas,Urbana,F,25,Soltero/a,Fiscomisional,Beca parcial,Semi-presencial,1,6.26,7.36,0,7,80.6,11.0,,3,2707.0,4,6.4,0,,,
EST-2021-0691,2023-S1,Ciencia de Datos,Pichincha,Urbana,M,21,Soltero/a,Particular,Recursos propios,Presencial,6,7.83,,0,6,63.1,42.0,20.1,1,623.0,2,6.6,1,2024-03-15,Laboral,7.0
EST-2022-0692,2023-S1,Contabilidad,El Oro,Rural,F,27,Soltero/a,Particular,Recursos propios,Presencial,6,7.36,6.99,1,4,43.7,0.0,3.6,0,410.0,2,10.0,0,,,
EST-2023-0693,2022-S1,Contabilidad,Guayas,Urbana,M,21,Soltero/a,Fiscal,Recursos propios,Presencial,1,5.31,,0,4,83.4,0.0,89.7,1,1035.0,1,7.0,0,,,
EST-2024-0694,2022-S1,Medicina,Azuay,Urbana,F,20,Soltero/a,Fiscal,Beca parcial,Presencial,5,8.51,7.22,3,5,67.4,0.0,2.6,2,468.0,1,5.0,1,2024-07-13,Academico,5.0
EST-2025-0695,2023-S1,Administración de Empresas,Pichincha,Urbana,M,20,Soltero/a,Particular,Credito educativo,Presencial,1,8.29,,2,8,80.8,42.0,14.7,4,373.0,3,8.1,0,,,
EST-2020-0696,2023-S2,Administración de Empresas,Azuay,Urbana,F,24,Union libre,Particular,Beca completa,Presencial,2,8.52,8.69,3,7,81.9,0.0,13.1,1,920.0,2,,0,,,
EST-2021-0697,2022-S1,Medicina,Tungurahua,Urbana,M,27,Casado/a,Fiscal,Recursos propios,Presencial,5,7.08,6.57,3,6,72.7,0.0,17.1,0,1707.0,4,7.2,0,,,
EST-2022-0698,2022-S2,Ingeniería Civil,Tungurahua,Rural,F,17,Casado/a,Fiscal,Beca parcial,Presencial,1,8.92,7.29,2,4,81.3,0.0,10.2,0,1889.0,5,6.8,0,,,
EST-2023-0699,2023-S2,Administración de Empresas,Imbabura,Rural,M,23,Soltero/a,Fiscal,Beca parcial,Presencial,5,9.0,5.76,1,5,84.9,15.0,21.9,2,527.0,2,9.7,0,,,
EST-2024-0700,2022-S2,Contabilidad,Azuay,Urbana,M,24,Casado/a,Fiscal,Credito educativo,Semi-presencial,1,4.99,7.44,1,4,94.8,0.0,43.3,0,1778.0,4,6.6,0,,,
EST-2025-0701,2022-S1,Derecho,Azuay,Rural,M,19,Soltero/a,Particular,Recursos propios,Semi-presencial,4,8.34,7.85,0,7,79.1,0.0,5.3,0,446.0,3,6.7,0,,,
