canal_ingreso,tipo_tarjeta,pais_transaccion,categoria_comercio,edad_cliente,antiguedad_meses,saldo_promedio_usd,monto_usd,hora_transaccion,num_transacciones_24h,num_transacciones_7d,distancia_comercio_km,score_velocidad,ratio_monto_promedio,es_fraude,mes_transaccion,anio_transaccion
App_movil,Credito_clasica,Ecuador,Viaje,56,118,3905.63,152.78,19,5,49,5.3,90.3,0.744,0,5,2023
Cajero_ATM,Credito_gold,Ecuador,Farmacia,38,100,1234.89,200.07,8,2,45,18.2,16.7,2.789,0,7,2023
App_movil,Credito_gold,Ecuador,Restaurante,18,49,586.03,175.6,22,6,47,39.6,47.6,4.468,0,4,2023
Banca_en_linea,Debito,Panama,Supermercado,32,2,5077.87,100.37,12,8,26,,62.0,0.38,0,6,2023
Banca_en_linea,Credito_platinum,Colombia,Supermercado,21,120,1123.54,78.63,17,7,31,20.7,59.6,1.188,0,4,2023
Sucursal,Credito_clasica,Peru,Farmacia,37,178,2888.62,75.73,16,8,2,9.1,86.1,0.49,0,3,2023
Cajero_ATM,Credito_clasica,Ecuador,Entretenimiento,27,123,2289.33,158.27,0,4,28,11.7,21.6,1.272,0,7,2023
App_movil,Credito_gold,USA,Transferencia,40,86,1795.49,107.42,21,14,42,11.7,17.6,1.077,0,8,2023
App_movil,Debito,Peru,Electronica,58,171,1912.05,288.7,14,3,13,12.2,25.3,2.734,0,4,2023
Banca_en_linea,Credito_clasica,Ecuador,Entretenimiento,51,77,3494.14,316.56,1,7,18,,,1.714,0,2,2023
Banca_en_linea,Credito_clasica,Colombia,Otro,63,136,429.67,33.05,15,2,30,8.6,,1.05,0,12,2023
Banca_en_linea,Credito_clasica,Ecuador,Restaurante,65,59,2957.91,26.97,19,14,11,9.0,57.0,0.171,0,10,2023
Sucursal,Credito_platinum,USA,Gasolinera,50,12,5853.9,154.3,21,5,13,3.8,50.1,0.51,0,3,2023
Banca_en_linea,Credito_clasica,Ecuador,Otro,51,4,348.81,58.76,4,13,24,4.3,60.5,2.141,0,1,2023
Banca_en_linea,Debito,Argentina,Gasolinera,56,117,578.96,7.81,21,7,29,14.4,61.6,0.201,1,8,2023
Banca_en_linea,Credito_clasica,Ecuador,Transferencia,27,95,3352.52,334.25,18,1,5,8.7,17.0,1.882,0,3,2023
App_movil,Credito_platinum,USA,Otro,71,125,1637.44,43.6,4,4,35,1.6,68.6,0.475,0,12,2023
Cajero_ATM,Debito,Peru,Ropa,37,41,1491.89,402.36,1,2,19,18.2,45.2,4.756,0,10,2023
Banca_en_linea,Debito,USA,Entretenimiento,18,123,568.25,194.58,6,6,13,,51.7,,0,7,2023
App_movil,Debito,Ecuador,Viaje,30,7,1966.95,220.74,2,12,5,6.3,3.0,2.037,0,10,2023
POS,Debito,Ecuador,Viaje,18,69,538.25,38.75,16,1,44,2.3,76.5,1.05,0,5,2023
Banca_en_linea,Credito_gold,USA,Restaurante,22,69,1818.62,45.02,23,7,14,29.5,83.5,0.446,0,10,2023
Banca_en_linea,Credito_gold,Ecuador,Supermercado,33,81,3805.74,115.49,23,3,38,21.4,61.9,0.577,0,5,2023
Banca_en_linea,Credito_clasica,Ecuador,Gasolinera,32,30,946.91,33.33,2,12,22,2.8,74.9,0.581,0,7,2023
App_movil,Credito_gold,Colombia,Ropa,66,73,1838.6,59.67,12,1,9,,52.3,0.585,0,9,2023
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,45,6,12275.78,63.17,6,8,49,,61.8,0.101,0,12,2023
App_movil,Credito_platinum,Ecuador,Supermercado,48,89,3101.09,31.09,23,7,40,11.3,39.5,,0,5,2023
Sucursal,Credito_platinum,Ecuador,Supermercado,40,147,4802.74,39.45,2,2,26,1.9,79.2,0.158,0,1,2023
App_movil,Credito_clasica,Ecuador,Viaje,65,66,1539.71,238.07,14,7,45,7.2,,2.737,0,10,2023
Banca_en_linea,Credito_gold,USA,Otro,62,10,3851.05,32.44,17,3,5,5.5,68.0,0.16,0,10,2023
Sucursal,Credito_gold,Peru,Otro,60,144,303.38,9.33,9,13,29,22.1,62.1,0.371,0,1,2023
App_movil,Debito,Panama,Electronica,34,37,527.87,153.88,22,9,22,5.6,70.2,4.228,0,2,2023
App_movil,Debito,Argentina,Transferencia,66,77,767.47,564.35,6,8,49,7.6,78.5,11.667,0,6,2023
Cajero_ATM,Credito_clasica,Ecuador,Viaje,51,77,1485.21,65.34,8,5,3,31.1,51.3,0.775,0,9,2023
POS,Credito_gold,Ecuador,Electronica,30,32,4872.87,23.95,4,7,28,,81.3,,0,8,2023
Cajero_ATM,Credito_platinum,Ecuador,Farmacia,31,47,1262.64,131.73,19,3,38,3.4,49.7,1.801,0,5,2023
Banca_en_linea,Credito_gold,Ecuador,Supermercado,28,110,2857.78,360.24,7,1,14,16.1,95.7,2.356,0,1,2023
Cajero_ATM,Credito_gold,Chile,Otro,45,171,3288.78,234.91,13,1,47,3.3,75.3,1.347,0,7,2023
App_movil,Credito_clasica,Ecuador,Gasolinera,59,120,2405.82,151.13,3,11,14,17.8,17.1,1.16,0,5,2023
Banca_en_linea,Credito_gold,Ecuador,Electronica,49,164,1304.97,61.76,19,2,43,,83.0,0.821,0,6,2023
Cajero_ATM,Credito_gold,Ecuador,Ropa,52,154,2351.27,122.09,13,8,11,1.2,55.2,0.957,0,7,2023
Cajero_ATM,Credito_clasica,Colombia,Gasolinera,48,10,1247.39,19.35,11,1,9,23.2,98.4,0.267,0,3,2023
Cajero_ATM,Credito_clasica,Peru,Restaurante,34,159,419.0,175.42,1,11,38,,71.9,5.668,1,12,2023
App_movil,Credito_gold,Ecuador,Ropa,64,97,12535.57,198.7,12,12,47,12.7,8.4,0.312,0,10,2023
App_movil,Debito,Argentina,Supermercado,26,157,540.07,508.0,0,5,44,2.6,39.5,13.728,0,3,2023
Banca_en_linea,Credito_gold,Ecuador,Viaje,27,5,387.75,50.25,19,9,6,1.8,51.7,1.71,0,5,2023
Banca_en_linea,Debito,Ecuador,Electronica,25,77,5470.24,7.79,6,12,1,18.0,83.9,0.027,0,6,2023
App_movil,Credito_clasica,Mexico,Ropa,38,1,1098.25,123.32,8,9,25,4.4,72.9,1.9,0,9,2023
Cajero_ATM,Credito_gold,Ecuador,Ropa,30,131,2826.68,189.03,16,2,16,6.1,36.9,1.249,0,12,2023
Banca_en_linea,Debito,Mexico,Farmacia,67,67,1197.49,239.39,20,7,15,0.3,65.3,3.426,0,5,2023
POS,Debito,Argentina,Farmacia,22,163,1441.71,37.3,22,11,34,,57.7,0.454,0,1,2023
App_movil,Credito_clasica,Peru,Viaje,23,15,959.91,50.52,12,1,17,14.7,,0.871,0,4,2023
Banca_en_linea,Credito_gold,USA,Viaje,47,93,1250.35,112.8,22,3,3,17.2,23.5,1.555,0,5,2023
App_movil,Debito,Ecuador,Viaje,48,30,1522.05,65.21,9,6,3,12.0,34.1,0.757,0,12,2023
Banca_en_linea,Credito_platinum,Chile,Transferencia,34,103,3386.13,300.47,15,9,37,11.8,19.5,1.676,0,10,2023
App_movil,Debito,Ecuador,Restaurante,28,82,1991.22,101.3,5,10,17,7.1,15.0,0.925,0,10,2023
Cajero_ATM,Credito_platinum,USA,Gasolinera,37,75,7386.67,246.1,15,2,49,7.7,5.8,0.649,0,5,2023
Cajero_ATM,Credito_platinum,Mexico,Otro,65,171,306.96,135.35,10,7,38,13.6,87.3,5.34,1,7,2023
Cajero_ATM,Credito_clasica,Argentina,Gasolinera,26,60,1948.26,227.48,19,4,1,2.8,28.9,2.118,0,4,2023
POS,Credito_clasica,Panama,Supermercado,19,40,2394.03,65.67,2,2,7,,29.0,,1,1,2023
App_movil,Credito_clasica,Ecuador,Farmacia,54,157,6520.49,272.05,8,3,26,29.9,20.6,0.81,0,5,2023
Cajero_ATM,Credito_clasica,Chile,Supermercado,18,74,326.02,53.15,14,6,47,0.3,47.5,2.021,0,7,2023
Cajero_ATM,Debito,Colombia,Restaurante,21,121,2330.35,123.48,12,10,39,1.5,51.4,0.976,0,10,2023
App_movil,Debito,Chile,Otro,53,147,5004.04,41.12,9,9,19,8.4,20.8,0.158,0,10,2023
Cajero_ATM,Debito,Peru,Farmacia,71,3,892.44,101.8,19,8,30,13.4,60.9,1.864,0,6,2023
Banca_en_linea,Credito_clasica,Ecuador,Restaurante,42,36,5424.59,62.45,23,10,43,7.7,,0.222,0,5,2023
POS,Debito,Ecuador,Otro,20,43,248.07,51.53,12,14,14,4.4,37.4,2.3,0,4,2023
Banca_en_linea,Credito_clasica,Colombia,Otro,26,143,3496.17,516.62,16,11,13,38.2,58.5,2.795,0,2,2023
App_movil,Credito_platinum,USA,Electronica,39,169,6961.88,31.17,6,9,20,,50.2,0.087,0,4,2023
POS,Credito_clasica,Ecuador,Restaurante,40,115,2876.5,237.2,5,4,26,17.8,19.6,1.542,0,10,2023
Banca_en_linea,Credito_clasica,Colombia,Transferencia,29,109,1645.22,626.83,12,12,27,0.4,73.0,6.794,0,10,2023
Cajero_ATM,Credito_clasica,Ecuador,Viaje,27,90,314.8,8.02,16,4,25,2.7,80.1,0.312,0,3,2023
Banca_en_linea,Credito_gold,Panama,Viaje,51,164,6517.88,185.11,14,9,9,4.7,64.9,0.551,0,10,2023
Sucursal,Credito_platinum,Ecuador,Transferencia,60,84,1788.59,48.74,3,8,41,2.0,32.4,0.49,0,1,2023
Sucursal,Credito_gold,Ecuador,Viaje,27,77,273.56,11.2,14,12,48,0.8,92.7,0.473,0,8,2023
Sucursal,Credito_platinum,Ecuador,Restaurante,47,161,3126.51,82.35,13,2,12,2.6,45.5,0.495,0,5,2023
Cajero_ATM,Debito,Ecuador,Viaje,39,5,1843.66,415.51,20,8,10,7.6,26.6,4.066,0,4,2023
Sucursal,Credito_gold,Ecuador,Restaurante,23,78,531.96,6.78,10,1,6,11.9,40.8,0.185,0,8,2023
POS,Credito_gold,Ecuador,Viaje,67,91,802.86,137.97,23,9,34,14.9,69.2,2.752,0,7,2023
App_movil,Debito,Ecuador,Ropa,19,87,366.66,109.39,3,9,41,0.4,84.6,3.861,0,2,2023
POS,Credito_platinum,Chile,Supermercado,47,14,2335.01,314.99,2,13,19,5.6,,2.485,0,1,2023
Sucursal,Debito,Panama,Electronica,19,104,2632.35,18.16,1,8,6,1.3,23.3,0.128,0,12,2023
App_movil,Credito_gold,Ecuador,Gasolinera,49,83,1961.75,176.63,19,11,2,5.6,62.6,1.634,0,11,2023
App_movil,Debito,Argentina,Gasolinera,59,175,4447.07,175.97,9,5,15,5.7,92.1,0.757,0,4,2023
Banca_en_linea,Credito_clasica,Ecuador,Ropa,33,54,5133.36,170.88,12,5,17,,,0.641,0,8,2023
Cajero_ATM,Credito_gold,Colombia,Gasolinera,29,132,2590.34,432.96,19,13,16,,80.3,3.103,0,12,2023
App_movil,Credito_clasica,Colombia,Entretenimiento,18,95,232.1,264.82,20,3,28,16.4,,12.257,0,2,2023
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,70,9,3170.49,11.43,22,5,21,10.1,80.0,0.068,0,3,2023
Sucursal,Debito,Ecuador,Ropa,25,53,1553.21,100.54,17,4,8,21.7,50.6,1.147,0,12,2023
POS,Credito_gold,Ecuador,Entretenimiento,65,77,2284.23,81.11,20,1,10,11.3,37.7,0.653,0,1,2023
Sucursal,Debito,Ecuador,Ropa,67,60,2818.0,60.69,15,9,10,17.1,69.7,0.402,0,1,2023
Cajero_ATM,Credito_clasica,USA,Electronica,30,46,1277.87,95.04,10,10,10,8.3,90.1,,0,3,2023
Banca_en_linea,Credito_platinum,Ecuador,Otro,32,54,6425.26,77.72,9,14,9,7.4,32.0,0.235,0,11,2023
Cajero_ATM,Credito_gold,Ecuador,Restaurante,70,74,559.6,89.93,8,4,28,12.9,46.1,2.368,0,5,2023
App_movil,Credito_clasica,Ecuador,Supermercado,61,112,2983.14,586.37,11,3,24,,22.9,3.684,0,12,2023
Sucursal,Credito_gold,Ecuador,Electronica,25,95,210.92,18.92,18,6,19,,18.3,0.921,0,3,2023
POS,Credito_gold,Ecuador,Supermercado,27,165,6664.07,388.1,0,1,33,27.3,77.8,1.131,0,1,2023
Banca_en_linea,Credito_gold,Ecuador,Otro,63,23,498.38,103.16,17,5,4,12.5,20.1,2.954,0,1,2023
POS,Credito_clasica,Panama,Restaurante,22,27,449.23,151.62,13,7,3,0.4,79.3,4.671,0,8,2023
Sucursal,Debito,Ecuador,Entretenimiento,67,70,1212.44,270.96,21,2,42,4.7,42.9,3.837,0,10,2023
Banca_en_linea,Debito,Ecuador,Entretenimiento,36,109,1369.28,72.05,20,10,12,16.6,99.5,0.918,0,11,2023
Sucursal,Debito,Peru,Restaurante,64,77,802.95,89.43,0,9,18,31.8,19.7,1.783,0,12,2023
Banca_en_linea,Credito_clasica,Ecuador,Ropa,55,179,2399.42,84.02,16,12,23,4.6,9.3,0.646,0,12,2023
Banca_en_linea,Debito,Colombia,Supermercado,28,50,1662.59,75.44,10,6,20,18.4,7.5,0.81,1,2,2023
App_movil,Credito_clasica,Peru,Electronica,70,124,286.93,394.6,19,2,6,19.9,,16.208,0,3,2023
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,60,19,1162.88,269.85,14,8,34,1.3,43.8,3.96,0,2,2023
App_movil,Debito,Ecuador,Transferencia,37,1,4357.53,22.31,3,8,42,18.7,0.3,0.098,0,3,2023
App_movil,Credito_gold,Ecuador,Otro,37,40,3125.55,22.16,14,1,2,3.9,87.5,0.133,0,7,2023
App_movil,Credito_clasica,Ecuador,Restaurante,38,160,3426.29,88.76,21,12,30,9.0,,0.49,0,1,2023
Banca_en_linea,Debito,Ecuador,Restaurante,35,22,3194.29,20.58,21,1,9,7.7,80.6,0.121,0,10,2023
App_movil,Credito_gold,Ecuador,Viaje,74,112,1131.19,149.78,13,1,27,10.9,24.8,2.25,0,8,2023
App_movil,Debito,Ecuador,Restaurante,67,40,462.47,28.27,21,12,42,13.5,37.3,0.853,0,10,2023
App_movil,Credito_gold,Ecuador,Transferencia,27,38,995.24,115.84,0,4,34,5.8,74.5,1.938,0,10,2023
Banca_en_linea,Credito_gold,Peru,Farmacia,51,48,4656.29,6.09,8,4,40,21.9,48.9,0.025,0,10,2023
Cajero_ATM,Credito_clasica,Colombia,Gasolinera,43,75,10039.61,62.1,6,8,24,16.6,,0.121,0,2,2023
App_movil,Credito_gold,Ecuador,Transferencia,47,179,1902.29,174.6,22,1,49,15.4,24.3,1.661,0,3,2023
Cajero_ATM,Credito_clasica,Ecuador,Electronica,26,107,224.37,104.26,10,10,17,6.1,97.3,4.914,0,9,2023
App_movil,Credito_clasica,Panama,Transferencia,63,8,577.19,579.36,22,3,29,,15.1,14.909,0,7,2023
Sucursal,Debito,Colombia,Transferencia,68,86,1171.82,315.84,1,11,36,6.8,72.6,4.605,0,4,2023
App_movil,Debito,Panama,Supermercado,48,68,2360.35,71.73,1,1,12,22.9,47.8,0.56,0,10,2023
App_movil,Credito_platinum,Ecuador,Supermercado,59,75,395.16,11.98,5,9,31,2.1,74.9,0.403,0,5,2023
POS,Credito_clasica,Colombia,Otro,72,137,7377.48,285.26,22,10,49,40.5,66.1,0.753,0,2,2023
Sucursal,Credito_clasica,Ecuador,Transferencia,21,90,1335.66,368.26,18,12,9,16.5,43.9,4.796,0,11,2023
POS,Credito_clasica,Ecuador,Supermercado,23,130,6292.7,262.74,19,9,19,12.4,35.4,0.809,0,8,2023
Sucursal,Credito_clasica,Ecuador,Transferencia,31,80,3991.26,25.54,13,7,46,11.3,,,0,4,2023
Cajero_ATM,Debito,Ecuador,Electronica,21,95,3720.71,930.96,2,13,46,8.8,32.3,4.749,0,9,2023
Cajero_ATM,Credito_clasica,Ecuador,Restaurante,43,70,2533.08,49.88,6,12,17,12.8,78.8,0.365,0,5,2023
App_movil,Credito_gold,Ecuador,Transferencia,64,90,2663.99,198.21,6,8,2,5.5,68.0,1.384,0,9,2023
Banca_en_linea,Debito,USA,Restaurante,65,59,2740.3,362.95,3,1,40,18.7,57.8,2.469,0,4,2023
Banca_en_linea,Debito,Mexico,Otro,56,147,2677.01,45.32,22,5,5,11.9,36.9,0.315,0,10,2023
Banca_en_linea,Debito,Ecuador,Restaurante,34,28,2217.07,363.32,4,14,39,14.8,20.5,3.006,0,5,2023
App_movil,Credito_clasica,Ecuador,Ropa,36,72,10946.79,60.55,16,2,48,15.7,71.0,0.109,0,9,2023
App_movil,Credito_gold,Ecuador,Restaurante,68,14,3494.63,567.06,3,13,16,1.0,,3.07,0,8,2023
App_movil,Debito,Peru,Farmacia,66,24,3950.86,54.54,22,1,17,0.6,97.1,0.263,0,3,2023
App_movil,Debito,Ecuador,Viaje,23,112,5348.37,465.04,12,3,27,16.1,97.9,1.676,0,1,2023
Sucursal,Debito,Argentina,Restaurante,46,44,807.22,13.25,15,7,7,3.0,,0.263,0,3,2023
Banca_en_linea,Credito_gold,Ecuador,Farmacia,28,56,418.81,190.31,15,1,8,8.7,10.4,6.151,0,4,2023
Sucursal,Credito_clasica,Ecuador,Electronica,33,120,1848.77,118.93,1,11,8,5.9,41.3,1.161,0,2,2023
Cajero_ATM,Credito_clasica,Colombia,Supermercado,47,179,2004.28,102.48,17,2,23,0.2,96.4,0.93,0,1,2023
POS,Credito_gold,USA,Entretenimiento,42,32,4617.89,42.94,0,2,32,0.4,40.0,0.178,0,7,2023
App_movil,Credito_clasica,Ecuador,Gasolinera,57,178,1666.49,188.42,17,4,43,17.6,36.4,2.019,0,8,2023
Banca_en_linea,Credito_gold,Ecuador,Farmacia,28,169,2314.89,36.76,7,12,47,9.4,70.4,0.292,0,7,2023
Cajero_ATM,Credito_gold,Argentina,Electronica,24,25,2072.02,125.73,10,3,18,7.4,17.9,1.107,0,5,2023
Banca_en_linea,Debito,Ecuador,Electronica,43,116,297.38,48.8,23,3,38,,36.3,1.962,0,12,2023
Cajero_ATM,Debito,Mexico,Supermercado,73,66,2587.68,472.25,23,10,12,1.9,29.1,3.388,0,1,2023
Cajero_ATM,Debito,Ecuador,Electronica,39,42,4601.28,9.36,14,5,15,3.0,60.2,0.039,0,7,2023
App_movil,Debito,USA,Electronica,42,164,628.46,38.42,15,3,28,14.1,16.3,0.928,0,7,2023
App_movil,Credito_platinum,Colombia,Viaje,36,76,2455.55,46.62,16,11,38,14.9,,0.351,0,9,2023
App_movil,Credito_clasica,Ecuador,Transferencia,48,137,2451.11,85.18,16,7,31,5.2,85.8,0.643,0,3,2023
POS,Debito,Panama,Farmacia,43,164,648.37,44.74,11,5,9,30.2,51.4,1.055,0,9,2023
App_movil,Credito_gold,Ecuador,Supermercado,59,38,529.44,106.4,9,4,8,27.8,68.3,2.917,0,1,2023
App_movil,Credito_clasica,Ecuador,Restaurante,58,161,9986.56,313.91,19,12,46,0.1,7.5,0.616,0,1,2023
Cajero_ATM,Debito,Colombia,Supermercado,53,170,1451.03,191.75,5,3,19,1.9,44.9,2.323,0,4,2023
App_movil,Credito_clasica,Ecuador,Supermercado,40,61,845.05,135.11,7,12,8,17.2,9.5,2.586,0,9,2023
Banca_en_linea,Credito_clasica,Colombia,Gasolinera,64,174,669.82,18.98,12,4,34,4.1,59.9,0.436,0,6,2023
POS,Credito_gold,Ecuador,Restaurante,30,89,2953.55,182.62,1,14,4,1.0,28.1,1.158,0,11,2023
Sucursal,Debito,Ecuador,Restaurante,42,18,2550.47,32.3,18,12,31,15.4,28.7,0.235,0,3,2023
App_movil,Debito,Ecuador,Supermercado,19,70,2778.92,236.52,21,2,38,6.1,7.7,1.588,0,1,2023
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,19,82,430.3,48.16,9,1,3,,31.0,1.528,0,4,2023
Sucursal,Debito,Ecuador,Supermercado,33,116,5799.84,85.95,3,3,35,2.1,50.7,0.287,0,12,2023
Sucursal,Credito_clasica,USA,Supermercado,26,80,1432.74,69.73,11,11,19,10.8,58.5,0.854,0,9,2023
Cajero_ATM,Credito_clasica,Mexico,Electronica,45,15,1139.9,298.65,17,2,43,8.0,6.7,4.458,0,3,2023
Banca_en_linea,Credito_clasica,Panama,Electronica,30,176,1751.42,25.29,6,1,29,2.3,65.1,0.259,1,12,2023
Sucursal,Credito_platinum,Ecuador,Supermercado,52,13,1436.01,130.08,19,1,10,4.2,48.9,1.59,0,9,2023
Cajero_ATM,Credito_clasica,Ecuador,Electronica,58,119,5179.99,27.98,23,2,12,9.1,53.7,0.104,0,7,2023
POS,Debito,Ecuador,Gasolinera,30,43,6821.89,188.01,23,13,46,25.9,83.3,0.535,0,12,2023
Banca_en_linea,Credito_clasica,Ecuador,Restaurante,48,57,1104.05,358.21,22,13,30,25.3,34.2,5.494,0,4,2023
Cajero_ATM,Credito_gold,Ecuador,Supermercado,38,17,5186.57,90.54,3,9,30,3.4,17.4,0.336,0,3,2023
Sucursal,Credito_gold,Ecuador,Electronica,49,178,4002.69,105.44,6,13,18,13.3,55.2,0.502,1,10,2023
Banca_en_linea,Debito,Ecuador,Viaje,71,32,6877.16,398.47,9,13,24,14.9,94.5,1.126,0,5,2023
App_movil,Credito_platinum,Chile,Restaurante,51,150,905.08,115.41,14,5,32,16.5,51.8,2.089,0,5,2023
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,25,55,2350.72,105.3,11,9,9,8.5,83.2,0.826,0,3,2023
Cajero_ATM,Debito,Ecuador,Transferencia,58,13,1002.39,134.53,0,8,47,0.1,,2.238,0,12,2023
App_movil,Debito,Ecuador,Restaurante,65,47,4544.52,180.31,19,13,24,14.3,51.8,0.76,0,9,2023
App_movil,Debito,Ecuador,Restaurante,19,87,213.35,21.96,17,11,26,,64.8,1.063,0,4,2023
App_movil,Credito_gold,Panama,Transferencia,55,62,2279.98,263.15,15,6,3,1.2,40.7,2.122,0,11,2023
Sucursal,Debito,Ecuador,Entretenimiento,49,29,1235.77,90.77,4,1,23,9.3,53.1,1.264,0,5,2023
App_movil,Debito,Ecuador,Electronica,71,22,1174.04,16.26,18,10,11,41.1,50.7,0.237,0,4,2023
Cajero_ATM,Credito_gold,Ecuador,Electronica,57,65,2788.43,236.39,3,5,10,2.8,70.9,1.582,0,5,2023
Banca_en_linea,Debito,Ecuador,Restaurante,45,29,4967.66,75.97,5,12,36,10.4,41.0,0.294,0,7,2023
POS,Debito,Ecuador,Supermercado,54,48,2548.87,20.87,16,1,13,3.6,10.0,,0,9,2023
Sucursal,Debito,Panama,Farmacia,58,5,4996.25,155.68,6,7,29,22.9,78.9,0.599,0,7,2023
App_movil,Debito,Panama,Supermercado,18,163,968.34,323.2,23,10,38,9.0,,,0,5,2023
Banca_en_linea,Debito,USA,Electronica,58,101,2032.33,333.06,22,14,13,2.3,95.0,2.984,0,10,2023
Banca_en_linea,Credito_gold,Ecuador,Otro,27,71,1697.03,479.32,6,11,26,3.0,42.9,5.053,0,10,2023
App_movil,Debito,Panama,Otro,72,174,229.28,308.41,8,8,20,,7.8,14.369,0,7,2023
Sucursal,Debito,Ecuador,Restaurante,21,163,2234.4,5.32,12,8,5,1.3,12.2,0.044,0,10,2023
App_movil,Credito_gold,Ecuador,Ropa,52,173,2908.26,76.76,19,7,20,0.8,77.3,0.494,0,5,2023
Sucursal,Credito_gold,Colombia,Electronica,27,141,2440.7,261.01,13,2,14,11.4,6.8,1.977,0,3,2023
Sucursal,Credito_clasica,Ecuador,Transferencia,64,138,3532.17,73.42,15,5,45,,90.8,0.393,0,7,2023
Cajero_ATM,Credito_clasica,Ecuador,Restaurante,28,66,2317.73,143.03,22,4,14,13.0,28.2,1.136,0,11,2023
Banca_en_linea,Debito,USA,Supermercado,31,72,372.71,144.83,8,5,8,1.2,89.9,5.058,1,11,2023
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,55,25,509.51,73.13,14,10,48,9.4,77.4,2.061,0,2,2023
Banca_en_linea,Credito_clasica,Colombia,Gasolinera,29,172,2468.79,357.25,4,9,13,,87.1,2.677,0,12,2023
Sucursal,Credito_clasica,Ecuador,Restaurante,62,60,1003.89,109.94,17,4,24,0.6,21.4,1.826,0,9,2023
Banca_en_linea,Credito_platinum,Panama,Entretenimiento,34,175,407.49,98.76,20,12,15,,59.6,3.251,0,10,2023
App_movil,Debito,Chile,Viaje,33,40,1603.56,904.55,19,8,1,0.9,9.4,10.031,0,10,2023
Cajero_ATM,Credito_gold,Mexico,Restaurante,52,7,2220.4,107.03,7,8,22,17.6,20.2,0.884,0,12,2023
Banca_en_linea,Debito,Ecuador,Electronica,19,174,1196.52,34.47,14,2,34,10.0,31.0,0.494,0,1,2023
Banca_en_linea,Credito_gold,Ecuador,Supermercado,28,151,3386.29,112.95,20,14,40,8.1,,0.63,0,6,2023
Banca_en_linea,Credito_clasica,Ecuador,Transferencia,58,46,2780.45,257.31,8,6,3,1.4,2.5,,0,7,2023
App_movil,Credito_gold,Ecuador,Otro,20,86,1211.73,229.99,18,5,26,,90.3,3.258,0,8,2023
Banca_en_linea,Debito,Ecuador,Otro,46,141,3714.94,238.09,21,2,14,6.8,7.1,1.216,0,10,2023
App_movil,Credito_clasica,Colombia,Transferencia,35,21,2815.25,189.66,5,12,41,10.0,37.6,1.258,0,9,2023
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,37,1,2736.45,49.0,3,10,8,2.0,8.1,0.334,0,2,2023
Cajero_ATM,Credito_gold,Argentina,Supermercado,64,123,2215.38,302.17,10,4,49,0.1,76.9,2.502,0,11,2023
Banca_en_linea,Credito_clasica,Ecuador,Farmacia,31,147,228.64,340.86,9,7,16,4.2,14.1,15.904,0,10,2023
App_movil,Credito_clasica,Ecuador,Transferencia,51,125,3180.99,37.38,2,13,42,6.6,88.5,0.221,0,2,2023
App_movil,Credito_clasica,Ecuador,Supermercado,66,33,1379.18,25.97,0,1,21,2.0,53.0,0.329,0,5,2023
Banca_en_linea,Debito,Mexico,Supermercado,71,4,7344.7,562.01,11,9,10,6.8,94.8,1.49,0,5,2023
Banca_en_linea,Credito_clasica,USA,Entretenimiento,48,3,4459.16,309.11,22,10,25,4.1,29.0,1.327,0,6,2023
App_movil,Debito,Panama,Supermercado,57,91,2414.98,340.57,14,12,38,6.1,45.4,2.605,1,3,2023
Cajero_ATM,Credito_platinum,Mexico,Gasolinera,59,52,926.49,331.23,14,1,22,,69.4,5.881,0,8,2023
Banca_en_linea,Credito_gold,Ecuador,Ropa,35,28,769.5,122.03,20,12,49,9.9,,2.517,0,1,2023
Sucursal,Credito_platinum,Ecuador,Restaurante,47,70,1240.25,160.94,13,5,48,0.4,42.1,2.235,0,6,2023
App_movil,Debito,Ecuador,Supermercado,42,57,1818.37,123.24,6,7,47,1.9,89.2,1.221,0,4,2023
Banca_en_linea,Credito_gold,Colombia,Entretenimiento,36,108,1077.67,12.88,16,8,46,5.7,11.8,,0,1,2023
POS,Credito_gold,Ecuador,Ropa,25,144,2008.65,210.27,23,2,4,4.4,70.9,1.904,0,7,2023
Sucursal,Credito_gold,Ecuador,Otro,45,24,651.92,110.58,18,4,4,5.0,34.8,2.596,0,9,2023
Banca_en_linea,Credito_clasica,Chile,Gasolinera,25,169,9709.36,161.49,6,2,30,16.3,10.1,0.326,0,4,2023
App_movil,Debito,Argentina,Supermercado,48,77,485.51,109.77,2,4,2,21.7,38.7,3.203,0,4,2023
App_movil,Credito_gold,USA,Viaje,20,175,6918.57,106.54,2,6,29,2.9,88.0,0.299,0,6,2023
Banca_en_linea,Credito_clasica,USA,Farmacia,20,76,6321.28,33.27,17,6,43,18.1,98.1,0.102,0,12,2023
Banca_en_linea,Debito,Peru,Restaurante,61,69,2063.0,54.01,19,12,36,6.1,39.3,0.477,0,3,2023
Banca_en_linea,Debito,Ecuador,Entretenimiento,39,101,3426.64,30.95,21,13,21,3.2,88.6,0.171,0,12,2023
